&	और
#	हैश
@	एट
§	अनुभाग
™	ट्रेड मार्क
®	पंजीकृत ट्रेड मार्क
©	कॉपीराइट
_	अंडरस्कोर
%	प्रतिशत
*	तारक
+	प्लस
/	स्लैश
=	बराबर
^	कैरेट
|	वर्टिकल बार
~	टिल्ड
$	डॉलर
£	पाउंड
€	यूरो
₹	रुपया
₩	वोन
¥	येन
°	डिग्री
º	डिग्री
κ	कप्पा
ω	ओमेगा
α	अल्फ़ा
ν	न्यू
δ	डेल्टा
Δ	डेल्टा
Α	अल्फ़ा
β	बीटा
Β	बीटा
χ	काई
Χ	काई
ε	एप्सिलॉन
Ε	एप्सिलॉन
φ	फ़ाई
Φ	फ़ाई
γ	गामा
Γ	गामा
η	ईटा
Η	ईटा
ι	आयोटा
Ι	आयोटा
Κ	कप्पा
λ	लैम्ब्डा
Λ	लैम्ब्डा
μ	म्यू
Μ	म्यू
Ν	न्यू
ο	ओमिक्रॉन
Ο	ओमिक्रॉन
π	पाई
Π	पाई
θ	थीटा
Θ	थीटा
ρ	रो
Ρ	रो
σ	सिग्मा
Σ	सिग्मा
τ	टाऊ
Τ	टाऊ
υ	अप्सिलॉन
Υ	अप्सिलॉन
Ω	ओमेगा
ξ	ज़ाई
Ξ	ज़ाई
ψ	साई
Ψ	साई
ζ	ज़ीटा
Ζ	ज़ीटा
±	प्लस माइनस
∓	माइनस प्लस
√	वर्गमूल
∛	घनमूल
∜	चौथा मूल
∞	अनंत
≠	असमान
≈	लगभग बराबर
≤	कम या बराबर
≥	अधिक या बराबर
≡	सर्वसम
≢	सर्वसम नहीं
≅	लगभग बराबर
∼	समरूप
≃	लगभग बराबर
≪	बहुत कम
≫	बहुत अधिक
∑	योग
∏	गुणनफल
∫	समाकलन
∬	द्वि समाकलन
∭	त्रि समाकलन
∮	रेखा समाकलन
∈	सदस्य
∉	सदस्य नहीं
∋	शामिल है
∌	शामिल नहीं है
∪	संघ
∩	सर्वनिष्ठ
∖	समुच्चय अंतर
⊆	उपसमुच्चय
⊂	उचित उपसमुच्चय
⊇	अधिसमुच्चय
⊃	उचित अधिसमुच्चय
⊈	उपसमुच्चय नहीं
⊉	अधिसमुच्चय नहीं
∅	रिक्त समुच्चय
∀	सभी के लिए
∃	अस्तित्व है
∄	अस्तित्व नहीं है
¬	नहीं
∧	और
∨	या
⊕	प्रत्यक्ष योग
⊗	प्रत्यक्ष गुणनफल
⊥	लंब
∥	समांतर
∠	कोण
∟	समकोण
∂	आंशिक अवकलन
∇	नाब्ला
∝	समानुपाती
∴	इसलिए
∵	क्योंकि
∶	अनुपात
ℝ	वास्तविक संख्याएँ
ℂ	सम्मिश्र संख्याएँ
ℕ	प्राकृत संख्याएँ
ℤ	पूर्णांक
ℚ	परिमेय संख्याएँ
⟹	निहित करता है
⟸	पीछे निहित करता है
⟺	द्विदिश निहितार्थ
⟷	समतुल्य
→	दायाँ तीर
←	बायाँ तीर
↔	दोतरफ़ा तीर
↑	ऊपर तीर
↓	नीचे तीर
×	गुणा
÷	भाग
